title,company,city,contract_type,salary,description
Data Scientist Marketing Junior,Accenture,Paris (75),-,-,"Vos connaissances disent souvent que vous êtes au fait des dernières innovations ? Votre entourage est étonné par votre capacité à apprendre toujours plus ? Vous portez une attention particulière à votre bien-être notamment dans votre environnement de travail et vous souhaitez vous engager pour impacter la société ? Vous pensez que travailler dans un environnement agile, flexible et accessible permet à toutes et à tous d’innover ensemble ?
Rejoignez Accenture et participez à changer le monde.
En cette période particulière, nous avons adapté notre processus de recrutement pour que celui-ci se fasse en visio-conférence.
En tant que Data Scientist Marketing Junior, quelles seront vos missions ?
La recommandation d’architecture Data
La création de segmentation client à des fins marketing
La production de score d’appétence produits/offres, de modèle de recommandation
Le développement de modèles d’attribution ou marketing mix modeling
La création de Dashboard de performance de campagnes media et CRM
Le traitement et la consolidation de données clients et digitales provenant de sources diverses (CRM, Web Analytics, DMP…)
Le développement de modèles algorithmiques / machine learning utiles à la prédiction de comportement et la personnalisation de l’expérience client
Votre rôle intégrera également une dimension d’accompagnement business importante : vulgarisation des problématiques, autonomie sur la gestion de projet (planning, présentation de résultats, remontée des alertes), participation à des réponses aux appels d’offres.

Le métier de Data Scientist Marketing Junior est fait pour vous si :
Vous êtes diplômé(e) d'une grande école de commerce ou d'ingénieur avec une composante quantitative :
Vous maitrisez les principales familles d’algorithme et les outils de Data Science
Langage de programmation adapté (R, Python)
Maîtrise de SQL
Environnement cloud (GCP, Azure, AWS) et système d’exploitation Linux
Bonne maîtrise des algorithmes de classification/régression
Capacité de déploiement des calculs sur les environnements distribués (Spark)
Vous avez une bonne connaissance des solutions type DMP ou Web Analytics
Une expérience sur des solutions de data visualisation est un plus
Vous êtes curieux.euse, enthousiaste, pragmatique et rigoureux(euse)
Vous êtes flexible et à l’aise au sein d’une équipe pluri disciplinaire
Vous avez déjà travaillé dans un environnement international et justifiez d'un très bon niveau d'anglais (écrit et oral)
Accenture, c'est une communauté de plus de 500 000 talents et une mission commune réaliser la promesse technologique, alliée à l’ingéniosité humaine.
Dans un monde en perpétuel changement, nous accélérons la transformation des plus grandes entreprises de la stratégie jusqu’à la mise en œuvre grâce aux technologies de demain et dynamisons leur croissance grâce à l'expertise multi-sectorielle de nos expert.e.s !
Plongez au cœur de l’innovation en rejoignant notre équipe, une équipe qui aspire à créer de la valeur pour ses clients et à faire toujours mieux pour ses talents.
Envie d’en savoir plus sur le quotidien des collaborateurs Accenture ?
Posez-leur directement vos questions."
Data Scientist H/F/NB,Ubisoft,Paris (75),-,-,"Description de l'entreprise
Les équipes d’Ubisoft sont animées par leur volonté d’enrichir la vie des joueurs avec des expériences de divertissement originales et mémorables. Elles donnent vie à des mondes, de véritables terrains de jeux où l’imagination peut s’exprimer librement, donnant naissance à des moments de surprise, de fun et d’aventure qui permettent aussi au joueur d’apprendre et se découvrir.

Chez Ubisoft, vous avez l’opportunité de collaborer et d’évoluer avec des équipes passionnées et pionnières dans leur domaine, partout dans le monde. Vous progresserez dans un environnement bienveillant et inspirant dans lequel vous repousserez les limites de l’imaginaire et de la technologie pour créer les mondes qui passionneront nos joueurs.

Description du poste
Au Studio UBISOFT Paris, vous rejoindrez l’équipe Player Analytics responsable de l’exploitation des données comportementales des joueurs et des données de nos pipelines de production de jeux vidéo pour les studios d’UBISOFT France, à l’origine des titres « Ghost Recon Breakpoint », « Mario + Rabbids Kingdom Battle », « Just Dance 2021 » ou encore «Watch_Dogs 2».
Player Analytics est une équipe pluri disciplinaire (Data Analyse, Data Science, Data Visualisation) de plusieurs dizaines de personnes.
En tant que Data Scientist H/F/NB, vous participerez au développement de nos jeux et permettrez d’améliorer leur qualité.
Missions
Au sein de l’équipe responsable de l’analyse des données et sous la responsabilité du Lead Data Scientist, vous interviendrez sur une réelle diversité de projets sur des sujets touchant à l'analyse de données. Vous pourrez contribuer à des POCs et à leur déploiement ou à des sujets plus longs terme, pour les projets AAA du studio (Just Dance, Beyond Good & Evil 2 etc …).
De manière plus globale, en tant que Data Scientist H/F/NB vous aurez la charge de :
Proposer et prioriser des solutions techniques en vue de POCs sur des sujets multiples,
Développer et déployer de nouveaux algorithmes en tenant compte du design des jeux et en s’inspirant des algorithmes les plus avancés.Identifier les opportunités d’expérimentation et d’innovation,
Participer à la mise en place des stratégies d’expérimentation (user tests, A/B testing…) pour mesurer l’impact de vos approches,
Collaborer avec les équipes de production (développeurs, game designer, user researchers),
Communiquer sur vos travaux et vos résultats de façon pédagogique pour un public varié.

Qualifications

Vous disposez d'une expérience d'au moins 2 – 3 ans en tant que Data Scientist sur des projets variés,
Vous avez une bonne maitrise de Python et de Spark,
Vous avez une première expérience avec Tensorflow ou PyTorch,
Vous avez une passion pour l'univers du jeu vidéo,
Vous êtes une personne structurée et organisée et avez déjà pu intervenir au sein de projets à forte volumétrie de données,
Votre capacité d'écoute et de compréhension sont reconnues et vous savez traduire les besoins des clients en spécifications,
Vous faites preuve d’autonomie et de curiosité,
Avoir des connaissances en Computer Vision est un plus,
Vous êtes à l'aise en anglais, à l'oral et à l'écrit.
Informations supplémentaires
Ubisoft veille à développer un environnement de travail inclusif qui reflète la diversité de sa communauté de joueurs dans ses équipes.
En tant qu’employeur, Ubisoft offre à tous les mêmes opportunités d’accès à l’emploi sans distinction de genre, ethnicité, religion, orientation sexuelle, statut social, handicap et d’âge."
Data scientist – jeune Docteur(e) en Deep learning - Projet Innerve : Développement d’une IA pour l’analyse de maladies neuropathiques,Quantmetry,Paris (75),CDI,-,"Qui sommes-nous ?
Quantmetry - the State of the Art AI company - est le cabinet français de conseil de référence en intelligence artificielle, pure player, pionnier et indépendant depuis sa création en 2011. Les 120 collaborateurs et chercheurs-consultants de Quantmetry mettent leur passion au service des entreprises de tous secteurs, et accompagnent les grands groupes français et internationaux dans leurs projets de data transformation, de la stratégie à l’industrialisation des cas d’usage.
Nos réalisations tournent autour de thématiques telles que :
Supply Chain : schéma directeur logistique et optimisation de réseau, prévision de la demande, optimisation des approvisionnements et des stocks, calcul de tournées, ETA...
Industrie 4.0 : optimisation de rendement/productivité, contrôle qualité de production, détection de signaux faibles, maintenance prévisionnelle...
Connaissance client : segmentation, détection de churn, scoring client, recommandation d’offres...
Gestion des risques : prévision de défaut de paiement, détection de fraude mais également de corruption, de blanchiment d’argent...

Hors mission, nous avons également la chance de pouvoir explorer des projets transverses (R&D, rédaction d’articles) et surtout, de pouvoir compter à tout instant sur nos Quanters : la communauté Quantmetry !
Très active au sein de la communauté Data et IA de Paris, Quantmetry est également connu pour ses projets de veille et de R&D, ainsi que pour des initiatives telles que DataJob - le salon des métiers de la Data - ainsi que les meet-ups Paris Data Ladies et AI Engineering.
Site web :
http://quantmetry.com
Poste et missions
Contexte et contenu du poste
Contexte et contenu du poste

La biopsie cutanée est un examen clé pour le diagnostic de neuropathie des petites fibres en raison de la présence de petites fibres nerveuses intra-épidermiques. Lors d’une neuropathie périphérique avec atteinte sensitive, on observe une diminution du nombre de ces fibres dès le stade précoce. Ces fibres sont visualisées grâce une technique d’immunofluorescence avec un anticorps couplé à un fluorochrome, mais leur décompte est un travail fastidieux et chronophage prenant en moyenne 1h30 par patient.

Les rendus de résultats sont très longs, supérieurs à 2 mois. Les difficultés liées à cette quantification limitent le nombre de patients pouvant y accéder (178 patients par an pour l’Hôpital Bicêtre qui est un des 2 seuls centres réalisant cet examen en Ile de France) alors que les besoins sont considérables. L’objectif du projet INNERVE est de développer une IA permettant un diagnostic rapide, précis, moins coûteux, révolutionnant ainsi la prévention et le traitement des maladies neuropathiques périphériques.

Dans le cadre de ce projet, Quantmetry recherche un(e) jeune Docteur(e) Data Scientist avec un intérêt fort en analyse d’image et en ingénierie médicale pour participer au projet Innerve.

Ce profil sera intégré au sein d’une équipe dédiée au projet et travaillera pendant les 6 premiers mois sur le projet Innerve pour :
Etudier l’état de l’art lié à l’analyse d’images médicales
Travailler sur la récolte, l’analyse et l’exploitation des images
Utiliser des méthodes algorithmiques pour l’explicabilité des réseaux de neurones profonds
Travailler sur les derniers algorithmes de Deep Learning pour détecter et segmenter les images
Contribuer à l’expertise images en collaborant avec des experts Data Science sur un sujet de recherche pionnier
Mise en production de l’algorithme IA

Par la suite, le jeune docteur(e) sera amené à travailler avec les équipes de consultants Quantmetry sur des projets avec une composante Computer Vision.
Mobilité géographique :
Nationale
Profil
Vous êtes un(e) jeune Docteur(e) et avez un intérêt pour le domaine de la data science et plus spécifiquement de la Computer Vision. Vous avez une bonne capacité à interagir en équipe sur une problématique requérant autonomie et une certaine rapidité d’action.

Nous recherchons une personne avec :
La capacité à travailler aussi bien en équipe qu’en autonomie et à se montrer proactif
Un doctorat en Machine Learning, ou en traitement d’image ou en bio-informatique, ou en physique
Être prêt/e à rédiger des manuscrits en anglais
Une bonne connaissance en Python, TensorFlow, Keras, Pytorch
Une sensibilité vis-à-vis des bonnes pratiques du développement logiciel
Objectifs
Dans le cadre de ce poste, vous serez intégré au département R&D de Quantmetry, la Quantlab pendant une durée de 3 à 6 mois pour travailler exclusivement sur le projet Innerve avant de rejoindre nos effectifs en qualité de Data scientist ou Machine Learning Engineer."
Data Scientist H/F,WEB TRANSITION,Boulogne-Billancourt (92)," -  Temps plein, CDI",30 000 € - 50 000 € par an,"Web Transition recrute un Data Scientist H/F, en Île-de-France.Implantés à Paris et à Lille, chaque jour et depuis 10 ans, ce sont 60 consultants Web Transition qui interviennent auprès de nos clients dans le développement de leurs activités digitales.Nous avons rejoint le Groupe MoOngy (5000 personnes) comme la filiale reconnue dans la Transformation Digitale et le E-commerce.Dans les secteurs du retail, du luxe, de la banque & assurance et des services, nos Consultants accompagnent nos clients grâce à leurs expertises en Digital Marketing, Design, Pilotage de Projets Web & Mobile, Data & IT.Nous intervenons en Régie, en Forfait et proposons des formations (organisme certifié) auprès de nos clients : Leroy Merlin, Castorama, LVMH, Okaïdi, Carrefour, Seloger.com, Accor, Crédit Agricole…✔ Vos missions :Votre mission principale consiste à mettre en place et à accompagner les projets data, ainsi qu’à répondre aux différentes problématiques et besoins métiers.Vous travaillez sur les problématiques e-commerce et marketing clients via des analyses de données et des modélisations, afin de renforcer la connaissance du marché et du portefeuille clients. Vous collaborez étroitement avec l’équipe data interne (Data Scientist, Data Analyst, Data Engineer) ainsi qu’avec l’équipe marketing.Vous aurez pour principales missions :· L’analyse et l’exploitation des données en grande quantité ;· La définition des modèles prédictifs et des algorithmes d’analyses des données, ainsi que leur mise en production ;· La collecte, la structuration, le croisement et la restitution via des dashboards des données ;· L’automatisation de reporting ;· L’identification des risques et analyse d’impact ;· L’optimisation de la segmentation client à l’aide des statistiques ;· La mise en place des infrastructures Big Data pour traiter les données ;· L’analyse des résultats et la proposition des solutions.✔ Votre profil :· Issu d'une formation bac+5 (université, école d’ingénieurs ou école de commerce avec spécialisation en informatique/statistiques/mathématiques/économétrie/big data), vous justifiez d’une expérience d’au moins 3 ans sur un poste similaire dans le domaine du e-commerce ;· Vous maîtrisez les méthodes statistiques et leurs applications opérationnelles ;· Vous maîtrisez les langages de traitement de données (Python, R, SQL, ou encore Spark) ;· Vous avez une connaissance approfondie des technologies et services cloud (GCP, Azure) ;· Vous avez d’excellentes capacités de communication et de vulgarisation.Cette opportunité vous intéresse ? N'hésitez plus et tentez l'aventure !Statut : CadreType d'emploi : Temps plein, CDISalaire : 30 000,00€ à 50 000,00€ par anAvantages :Participation au TransportTitre-restaurantHoraires :Du Lundi au VendrediRémunération supplémentaire :PrimesTélétravail:Temporairement en raison du COVID-19"
Expert Machine learning / Data Scientist H/F,OSO-AI,29280 Plouzané, -  CDI,30 000 € - 60 000 € par an,"OSO-AI met en application l’Intelligence Artificielle dans le domaine du médico-social et de la santé. Nous sommes aujourd’hui une vingtaine et serons 30 d’ici 2 ans.Nous développons des services et des produits qui aident les personnes fragiles, et ceux qui les accompagnent. Notre ambition est d’améliorer la société.Nous souhaitons que les salariés soient impliqués dans la vie de l’entreprise. Nous avons mis en place la transparence totale sur les informations, et les décisions, pour que chacun puisse s’engager, et contribuer activement.Nous rencontrons tous les jours de nouveaux problèmes, souvent plus complexes que ceux de la veille. Pour y répondre, nous innovons, avec audace.L’évolution de votre rôle au sein de l’entreprise dépend de vous et les opportunités sont nombreuses. Un mécanisme de BSPCE qui fait bénéficier les salariés des réussites de l’entreprise est en place.ORGANISATIONLa crise sanitaire a confirmé notre volonté de privilégier le travail à distance. Nous mettons en place les outils et la culture qui permettent à chacun, où qu’il soit et selon ses horaires, de contribuer pleinement au développement de nos services. Cette liberté requiert, nous en sommes conscients, une autonomie et une maturité qui ne sont pas courantes.DETAIL DU POSTEDévelopper des modèles pour traiter le signal sonore et les séries temporelles.Essayer des modèles à l’état de l’art et les adapter.Définir les besoins avec les autres membresEtre support, force de proposition et définir les procédures et documentation, indispensables dans un environnement distribuéCOMPÉTENCES ATTENDUESMaîtrise des concepts fondamentaux de l’optimisation, des statistiques, de la modélisation probabiliste, du data mining et du machine learning. Des connaissances sur le traitement du signal et/ou sur la théorie de l’information peuvent être un plus.Bon niveau en algorithmique et en implémentation numérique.Maîtriser python, avoir déjà utilisé une bibliothèque de data science comme Scikit-Learn, savoir utiliser un outil de calcul tensoriel (dans l’idéal, maîtriser Pytorch et avoir déjà utilisé Tensorflow).Comprendre en profondeur les publications scientifiques, s’approprier les concepts.Maitriser les développements collaboratifs et les outils qui s’y rapportent (gestion de versions et environnements virtuels pour la reproductibilité, travail à distance sur un serveur, ....)Statut : CadreType d'emploi : CDISalaire : 30 000,00€ à 60 000,00€ par anHoraires :Travail en journéeTélétravail:OuiPrécautions contre le COVID-19:Processus de recrutement à distance"
Ingénieur Data Scientist H/F,CS Group,Le Plessis-Robinson (92),CDI,-,"CONTEXTE ET MISSION
Vous souhaitez évoluer dans une entreprise à dimension humaine qui encourage l’innovation, la curiosité et la prise de responsabilités ?

Laissez votre talent s’exprimer dans des missions de haut vol et partagez nos valeurs humaines qui favorisent le développement de tous, au sein d’une organisation structurée et agile reconnue pour sa forte expertise technique au service de projets passionnants et rares sur le marché.

Nous vous proposons d’intégrer la Business Unit Aéronautique, Énergie et Systèmes Industriels composée de 500 collaborateurs à travers la France, nous contribuons aux développements de programmes dans les secteurs des systèmes d’informations scientifiques et techniques, de la simulation numérique ainsi que des systèmes sûrs.

Afin de renforcer nos équipes projets chez l'un de nos clients, nous recherchons un(e) ingénieur(e) Data Scientist H/F.

Vous travaillerez dans le cadre de Data engineering pour des applications dans le domaine aéronautique et spatial.

Votre rôle sera d’analyser et de caractériser les données existantes,d’appliquer des algorithmes d’apprentissage sur des données pré-traitées,et de faire du traitement automatique du Langage Naturel.
PROFIL
Chez CS GROUP, c’est autant votre expertise que votre personnalité qui feront la différence :
Vous avez de bonnes connaissances de Python, Docker, du Machine learning et du langage naturel.

Vous êtes rigoureux(se), à l'écoute et avez le sens de la pédagogie.

N’attendez plus, partagez votre CV et additionnons nos talents !

La suite des événements :

Notre équipe de Recruteurs traitent votre candidature dès réception.
Bonne nouvelle ! Celle-ci nous intéresse : nous vous contactons pour un premier échange téléphonique. Si celui-ci est positif, un Responsable opérationnel prendra le relais avec un entretien technique. Enfin, vous rencontrerez l’un de nos Recruteurs lors d’un entretien RH. A l’issue de ces rencontres, nous nous engageons à vous faire un retour dans un délai maximal de 2 semaines.

Ce poste ne correspond pas tout à fait à vos attentes ? Vous pouvez utiliser l’option candidature spontanée en cliquant sur le lien suivant : https://cs.jobs.net/fr-FR/join"
DATA ANALYST H/F,BRED Banque Populaire,Paris (75),CDI,-,"Description de l'entreprise
Qui sommes-nous ?
LA banque SANS distance !
La Bred Banque Populaire s’attache à répondre à ses clients particuliers, privés, professionnels et s’appuie également sur ses pôles d’expertises : Salle des Marchés, Société de Gestion d’Actifs, Banque Privée et Corporate.
La Bred Banque Populaire est une banque coopérative et régionale ancrée sur ses territoires en Ile-de-France, en Normandie, en Outre-Mer et à l’International.
Elle poursuit son développement avec plus d’un million de client et un PNB en croissance depuis 7 ans.
Rejoindre la BRED, c’est intégrer le Groupe BPCE, 2ème Groupe Bancaire Français, sponsor premium des JO Paris 2024.
Vous souhaitez en savoir plus ? Découvrez notre environnement de travail : https://www.bred.fr/groupe-bred/rejoindre-la-bred/marque-employeur/ils-temoignent
Poste et missions
Notre Direction de la Distribution et de la Connaissance Client recherche un Data Analyst pour rejoindre l’équipe Data Science et Etudes de la Bred.
Poste basé à Joinville le Pont à la sortie du RER A.
Affecté(e) à la partie études, vous aurez pour mission de valoriser les données pour répondre aux enjeux business de la BRED.
Les données collectées sont très riches et très variées et nécessite donc une excellente compréhension des produits et du domaine bancaire.
Vos missions principales seront :
Concevoir des tableaux de bord et reporting
Automatiser les reportings récurrents
Contrôler, analyser et challenger la fiabilité des données
Réaliser des études statistiques
Analyser les résultats et rédiger des notes d'analyse
Mettre en forme des résultats et réaliser de supports de présentation
Profil et compétences requises
Vous êtes diplômé(e) d'une formation dans le domaine des statistiques, de l'informatique décisionnelle ou l'analyse et le traitement de la donnée.
Familier avec la gestion de bases de données, vous maîtrisez les techniques de requêtage, l’analyse statistique des données (SQL, SAS). La connaissance d’un autre langage de programmation, tel que R ou Python, serait un plus.
Vous êtes organisé(e), fiable, dynamique et avez le goût du challenge ; votre aisance relationnelle vous permet de travailler en transverse, sans difficulté.
Une première expérience dans le domaine bancaire serait fortement appréciée.
Informations complémentaires sur le poste"
Data analyst H/F,Scania France,Angers (49)," -  Temps plein, CDI",40 000 € - 55 000 € par an,"Description de l'entreprise :

Scania : Scania est un fournisseur mondial de solutions de transport de premier rang. En compagnie de nos partenaires et de nos clients, nous impulsons la transition vers un système de transport durable. Fondé en 1891, Scania est une filiale du groupe Traton. Nous sommes implantés dans une centaine de pays et employons environ 52 000 salariés.
France : En France, Scania est présent depuis plus de 40 ans et commercialise les produits et services de la marque sur l'ensemble du territoire français. Pour ce faire, Scania France s'appuie sur un réseau d'une centaine de points de vente et de service mais également sur Scania Finance, partenaire privilégié proposant financements et assurances aux clients Scania.
Nos valeurs : Notre succès se base sur des valeurs fondamentales : priorité au client, respect de l'individu, élimination du gaspillage, détermination, esprit d'équipe et intégrité. Elles témoignent de notre voyage vers un avenir plus durable et de notre volonté de jouer un rôle dans l'écosystème.
Ensemble : Si la technologie de pointe est cruciale pour notre réussite, ce sont nos salariés qui font la différence. Chez Scania, la contribution de chacun est valorisée dans un environnement de travail ouvert et diversifié avec d'excellentes opportunités de développement personnel et professionnel. Scania France est d'ailleurs reconnue Top Employer
Rejoignez l'équipe qui a constitué ce qu'est Scania, aujourd'hui, et participez à ce que sera Scania, demain.

Retrouvez toutes nos offres d'emploi sur www.scaniarecrute.fr

Description du poste :

Vous êtes passionné(e) par la data Saisissez l'opportunité de nous accompagner et accélérons ensemble notre transformation digitale.
Nous recrutons : un data analyst H/F en CDI.
Vous travaillez au sein de l'équipe Data Excellence pilotée par le Data Manager. L'équipe Data Excellence regroupe un pôle de compétences expertes, transverses à l'organisation Scania en France et complémentaires (BI, Ingénieur, Architecte, Business analyst, Data Analyst, Experts métiers..). Sa mission : rendre les données accessibles et propres pour supporter et accélérer la création de valeur et la feuille de route de transformation digitale.
Vous travaillez dans un contexte international avec des acteurs en France et à l'étranger, dans d'autres Business Units ainsi qu'au siège en Suède.

VOS PRINCIPALES MISSIONS :

Vous comprenez les problématiques métiers, participez à l'expression des besoins, identifiez et qualifiez les données nécessaires pour les cas d'usage.Vous proposez les règles de gestion des données et la mise à jour évolutive du catalogue de données et référentiel commun. Vous fournissez, pour les cas d'usage, les cahiers des charges au date engineer et aux collègues impliqués.Vous travaillez avec les Data Stewards en les guidant dans la détection des erreurs et leur correction.Vous aidez l'équipe de développement BI dans l'identification et l'usage des bonnes données ou algorithmes.
Vous développez et déployez les rapports BI, formez les utilisateurs, produisez des analyses et êtes en capacité de les commenter.

Description du profil :

VOTRE PROFIL :


Vous êtes organisé, rigoureux, pédagogue et appréciez le travail en équipe. Votre sens de l'écoute et de la communication sont reconnus de tous.
De niveau Bac +3 (type licence en statistiqueset traitement de l'information), vous justifiez d'au moins deux années d'expérience.
Outre Power BI et les outils de data visualisation, vous connaissez Snowflake (ou équivalent) et la gestion des sécurités dans les datasets, vous êtes familier avec DevOps et les méthodes Agiles.
Vous êtes à l'aise en Anglais, tant à l'écrit qu'à l'oral.

Le poste à pourvoir :

Site : Angers (49), siège socialA pourvoir : Dès que possibleType de contrat : CDIAvantages : 13ème mois, restauration, mutuelle et prévoyance, intéressement, participation, programme CE, etc.
Nous vous proposons :

Une équipe aux valeurs fortes et une ambiance convivialeUn cadre de travail épanouissantDes possibilités de formation en interne & en externeUne évolution professionnelle encouragée
Pour postuler

Adressez votre CV directement via cette annonce (bouton ""postuler""), en précisant :

Vos motivationsVotre délai de disponibilitéToute information que vous jugerez utile"
Head of Data Science,Getpro,Paris (75),-,70 000 € - 100 000 € par an,"ENTREPRISE
Description : Cette entreprise a développé un moteur de recherche de droit international et d'arbitrage. Les professionnels du droit du monde entier utilisent la technologie basée sur l'intelligence artificielle pour effectuer efficacement des recherches juridiques.
Année de création : 2018
Coeur business : Legaltech
Nombre de collaborateurs : 25
Localisation : Paris 8
__________________________________________________________________
MISSIONS
En tant que Head of Data Science, votre rôle sera de prendre en charge le département data science et de maintenir le département aligné sur la vision globale de l'entreprise pour qu’elle reste une solution efficace et fiable qui répond aux besoins des avocats internationaux. Vos missions seront :
Manager l'équipe (recrutement, gestion des objectifs)
Former l’équipe pour l’extraction automatique d'informations, la classification de texte, l'anonymisation et la reconnaissance de formes sur l’ensemble des données
Automatiser et améliorer les processus d'extraction de données
Évaluer en permanence la boîte à outils de data science et promouvoir l'adoption de nouvelles méthodologies
Construire des solutions innovantes pour automatiser les processus de structuration des données, améliorer les processus d'extraction de citations existant et être responsable de la collecte de données
__________________________________________________________________
PROFIL RECHERCHÉ
5 ans d’expérience en Data (NLP, Machine learning, Deep learning serait un gros plus)
Avoir déjà monté ou participé à la création d’un projet data
Expérience de management
Anglais courant
Humble
Ouverture d’esprit
Pragmatique dans les choix tech

Experience : 5 - 10 ans"
Data Scientist SmartCity / infrastructures (35) F/H,Eiffage Énergie Systèmes,Cesson-Sévigné (35),CDI,-,"Dans un contexte d’accroissement d’activité, nous recrutons pour l’entité Eiffage Énergie Systèmes-Maine Bretagne, spécialisée automatisme et informatique industrielle et située à Cesson Sévigné (35) un(e) :
Data Scientist SmartCity/ infrastructures (35) F/H
CDI

VOS MISSIONS
Ayant pour volonté d’élaborer le monde de demain tout en s’adaptant à l’évolution numérique, notre agence bretonne recrute un futur collaborateur pour accompagner nos clients dans leurs projets numériques (gestion énergétique des bâtiments, parkings connectés…)
S’inscrivant dans une démarche de satisfaction clients, vous analysez de manière pointue le « big data » avec pour objectif principal de répondre aux problématiques liées aux traitements de la donnée et leurs impacts. Ainsi, vous aurez pour principales missions :
Identifier les informations pertinentes dans les sources de données hétérogènes et utiliser les méthodologies statistiques appropriées afin de répondre à des problématiques datas
S'assurer de l'intégrité et de la bonne utilisation de la data
Identifier de nouvelles sources de données pertinentes
Organiser les données massives, structurées ou non structurées internes, et construire les jeux de données nécessaires à la modélisation (Data Virtualisation)
Créer des algorithmes permettant d’identifier des informations prévisionnelles à partir d’une grande quantité de données, en fonction d’un objectif défini ;
Développer des algorithmes d’apprentissage et des scénarios prédictifs ;
Etudier des solutions permettant de rendre ces données accessibles et sécurisées
Mise en production de modèle d'Intelligence Artificielle pour de l'apprentissage supervisée et non supervisée.

Nous rejoindre sur l’agence de Cesson Sévigné c’est aussi :
Partager nos valeurs et une ambiance de travail conviviale,
Opter pour un parcours d’intégration complet,
Mener, de manière autonome, des projets diversifiés tout en bénéficiant de l’aide de collaborateurs experts.

VOTRE PROFIL
Formation :
Issu(e) d’une formation Bac +4 / +5 de type école d’ingénieur ou master informatique avec une spécialisation en Data Sciences, Mathématiques appliquées ou informatique décisionnelle (INSA, ENSIMAG, ENSEEIHT, IMT Atlantique, ...) ; L’expérience et la personnalité constituant néanmoins les paramètres déterminants.
Expérience :
Vous justifiez d’une première expérience de Data Scientist acquise dans le domaine des bâtiments/ infrastructures sera apprécié. Débutant accepté.
Compétences :
Vous maîtrisez ces environnements logiciels, ou équivalent : Python (librairies : tensorflow (keras) ou PyTorch, Scikit-Learn, pandas, statsmodels, ...), R, Spark, docker, git, systèmes UNIX/Linux.
Connaissances en Machine Learning et Deep Learning.
Connaissances en base de données NoSQL, en API et en DevOps appréciées.
Niveau d’anglais professionnel (lu, écrit, parlé) requis.
Etant autonome, organisé et dynamique, vous souhaitez mettre votre capacité d’initiative et votre sens du relationnel au profit d'une organisation alliant esprit PME et puissance d'un groupe. Conscient ""qu'il n'est de richesse que d'hommes"", le groupe s'inscrit dans une démarche de management bienveillant et offre à ses collaborateurs, des perspectives d'évolution et des avantages sociaux (RTT, participation et intéressement ...).

Egalité professionnelle, diversité et inclusion: nous accueillons et valorisons vos talents.
A vous d’inventer un avenir à taille humaine.
#HumanPerspective
Rejoignez-nous !"
