title,company,city,contract_type,salary,description
Data analyste / Audit interne,Radio France,75016 Paris 16e,CDI,-,"La Direction Audit, Contrôle Internes et Ethique a pour mission : Au titre de l'audit interne :

la conduite des audits d'assurance ou de conseil prévus au plan d'audit et le suivi des plans d'actions des audits déjà réalisés ;
la réalisation et le suivi de cartographies des risques ;
la préparation et l'organisation des travaux du Comité d'Audit, comité spécialisé du Conseil d'Administration de Radio France.

Au titre du contrôle interne :

l'apport méthodologique et l'expertise dans la formalisation des procédures et modes opératoires, l'organisation des circuits, la définition des points de contrôle ;
la coordination de la production de référentiels transverses ;
le référencement de ses normes et leur mise à disposition dans un espace dédié ;
la mise en œuvre du dispositif de contrôle interne et son évolution, et à ce titre la mise en œuvre de contrôles de conformité ;
la gestion du dispositif des délégations de signature.

En outre, une partie de l'activité de la direction est tournée vers les questions éthiques.

L'auditeur interne data analyste intervient en support et en collaboration avec l'ensemble de l'équipe de la DACIE. Il est placé sous l'autorité hiérarchique du directeur audit contrôle interne et éthique. Spécialiste du traitement de la donnée, il est en charge de l'automatisation de l'activité d'audit et de contrôle de la direction et il contribue à la fiabilisation des données de travail support des autres membres de l'équipe. Il assure également l'administration fonctionnelle d'outils digitaux simples gérés par la direction."
Développeur UX Data Science H/F,DASSAULT SYSTEMES,75020 Paris 20e,CDI,-,"Imaginez demain…

Au sein de l'organisation NETVIBES, vous rejoignez l'équipe PartSupply Data Experiences. Votre mission sera de participer au développement de la nouvelle UX des data sciences de classification & de standardisation en React sur le cloud de DS.

Poste basé à Paris (8ème), en CDI

Vous avez des rêves plein la tête ? Vous aimez le challenge ? Vous avez la passion d'innover, Dassault Systèmes vous aide à changer le monde ! Grâce aux univers virtuels 3DEXPERIENCE, ouvrons ensemble nos horizons.

#react #cloud

Votre contribution et vos missions

En tant que Développeur UX, vous intégrez une équipe de data scientists expérimentés dans le domaine de la classification et de la standardisation des données et vous aurez pour missions de :


Spécifier un paradigme d'UX commun pour ces 2 domaines et compatible avec la 3DExperience plateforme
Développer les composants en React pour offrir une expérience responsive et intégrée

"
Senior Data Analyst,AiNOVA,Paris (75),"Temps plein, CDI",-,"Our client is a B2B Big Data and Business Intelligence software-as-a-service company operating in the new e-commerce reality, Marketplaces.Their mission is to help brands and retailers thrive on Amazon and other Marketplaces with our Search Engine Marketing, Market Intelligence, and Business Analytics software that assists them in growing their sales and improving their margins.Every day, their technology collects and analyzes trillions of data points on products, search queries, brands, sellers, sales, and advertising efforts. This trove of uniquely blended data can be leveraged to give their clients unparalleled business insights.They are looking for a Senior Data Analyst to join an Engineering team and need someone to help bring clarity and meaning to their data. Someone who will be able to build the most impactful dashboards for their team and clients. They expect autonomy, strong communication skills & capacity to help them scale in terms of data best practices.This open position comes at a particularly exciting time when they are accelerating these efforts and building their core organization.Your mission, should you choose to accept itCreate insightful dashboards and presentations, business or product-oriented. Be in a support role for any dashboard design task in the team.Understand the ""meaning"" of our data, the e-commerce and marketing business. Knows how the data points interact with each other. Be a naming master.Build complex SQL queries and bring your Excel/Spreadsheet knowledge. Be able to understand and model complex systems. Basically, bring light and clarity everywhere : )For every checkbox you can check below, add a point. If your total is above 14, you're the kind of battalion we want onboard - let's meet! If your total is above 20, holy #$^°#, we really, like really really should meet. And if your total is below 14 but you really think you can be a great asset to the team, show us why ;)Previous experience[ ] Academic background in Computer Science, Engineering or Data[ ] Collaborative work in a human-sized team[ ] A solid experience as a Data AnalystFundamental Skills[ ] Good knowledge and experience in dashboarding[ ] Near-perfect SQL skills[ ] Ability to popularize things and adapt your speech to the audience[ ] Experience in Excel/Spreadsheet[ ] Good understanding of the data generated from e-commerce marketplaces and their meaning/usefulness[ ] You know how to name things, bring clarity to data, and have a good aesthetics sense.[ ] Ability to link data to their ""real-life"" meaning[ ] Fluent in EnglishHuman Skills[ ] Autonomous and self-organized[ ] Healthy Passion: Keep up-to-date on advances in the field[ ] Ability to rapidly identify opportunities for improvement and provide creative solutions[ ] Comfortable with peer-working, reviews, etc.[ ] Agile problem solving: Understand the question behind the question and break down the problem into smaller, more easily solvable pieces[ ] Self-Starting Motivation: Experiment and explore; take risks, but stay persistent while facing roadblocks[ ] Hustle: you’re fearless about doing whatever it takes to get the job done, even if it means making mistakes along the way[ ] Highly energetic, self-motivated, and results-driven person[ ] Empathic with customers & team painsBenefits:Work from home opportunitiesJob Types: Full-time, PermanentJob Types: Full-time, PermanentWork Remotely:Yes"
CDD - Supply & Demand B2B Data Analyst H/F - YVES ROCHER,Groupe Yves Rocher,Issy-les-Moulineaux (92),CDD,-,"Ref: 95829

Location:
FR - Issy-les-Moulineaux, FR

Contract type: CDD / Fixed Term
6
Brand: Yves Rocher

Team:
CDD - Supply & Demand B2B Data Analyst H/F - YVES ROCHER

Voulez-vous faire partie d’une entreprise à mission et qui travaille sur sa certification B-Corp?

Prêt(e) à découvrir une nouvelle opportunité chez Groupe Rocher, une entreprise qui reconnecte les femmes et les hommes à la nature ?

Si oui, rejoignez la marque Yves Rocher ! De la graine à la peau, nous maîtrisons l’ensemble du cycle de vie de nos produits. Devenir salarié Yves Rocher, c’est faire partie d’un réseau de personnes passionnées et positives, engagées dans la protection de la biodiversité tout en servant avec excellence tous nos consommateurs

Les équipes en charge du Développement de la marque Yves Rocher à l’International, recrutent pour une mission temporaire d’au moins 6 mois un :

SUPPLY & DEMAND B2B DATA ANALYST

Yves Rocher H/F

Au sein des équipes Opérations de la division, vous êtes garant du développement d’outils d’analyse des données de ventes et prévisions commerciales pour dégager des tendances et aider à la prise de décisions.

VOS MISSIONS

Étude et mise en œuvre de solutions techniques pour optimiser la gestion de de grands volumes de données
Maîtrise de la qualité des données tout au long de leur traitement avec le test, contrôle de cohérence
Créer et modéliser des tableaux et des bilans avec l’ensemble des données (logistique, SI, business)
Analyse, interprétation des données de ventes et prévisions pour développer des systèmes efficaces d’aide à la décision et des indicateurs de performance
Analyse des tendances et optimisation des performances en accord avec les enjeux de l’entreprise
Formation des utilisateurs pour les rendre autonomes dans leurs analyses de données
Mettre en place et monitorer certains KPI du service

Ce que promet notre environnement:
Travailler dans une entreprise internationale d'origine française
Travailler au sein d’une marque intégrée : nous sommes botanistes, récoltants, fabricants et détaillants
Des bureaux modernes situés à Issy-les-Moulineaux
Possibilité d'avoir 2-3 jours/semaine de télétravail
Participation aux initiatives RSE internes : Plant for life, Terre de Femmes, Nature Academy, We R Change
Accès aux Programmes d'intégration, de formation et de développement de carrière
Avantages futurs : jours de RTT jusqu'à 22 jours/an, plan d'intéressement
Accès à l’excellent restaurant d’entreprise et à la cafétéria
Superbe terrasse sur le toit avec production de miel naturel

Vous êtes le candidat(e) idéal(e) si :
Vous êtes issu(e) d'une formation Bac+4/5 école d’Ingénierie/Mathématiques/Statistiques avec spécialisation en data analyse/ logistique, et vous justifiez d'une première expérience significative (1 à 3 ans).

Vous êtes familier avec la gestion de bases de données, vous maîtrisez les techniques de requêtage, l’analyse statistique des données (SQL, SAS).

Vous avez un Niveau Expert/ avancé en Excel est indispensable (formule, macro, outils d’automatisation)

Vous avez Très bonne maitrise de Power BI (Power Query, Power Pivot, Access)

Vous justifiez d'un bon niveau d'anglais

Vous êtes reconnu(e) pour votre esprit analytique, votre rigueur, votre polyvalence et votre bon relationnel

Prêt à rendre ce monde plus beau avec nous ? N’attendez plus et postulez !

Le saviez-vous ? Fondateur de la cosmétique végétale depuis 1959, Yves Rocher propose un concept unique de beauté engagée, accessible à tous. Avec la nature bretonne comme inspiration centrale, nous sommes convaincus que nous pouvons apporter le bien-être à tous grâce à des solutions botaniques durables.

Cette offre est ouverte aux personnes en situation de handicap.

You want to know more about Yves Rocher ?
Welcome to the Jungle"
Data Marketing Analyst Senior F/H,HARNHAM,Neuilly-sur-Seine (92),-,-,"Descriptif du poste:
LE ROLE :
Construire des outils de prédictions marché/Business Insights 
Générer des données consistantes de prédictions marchés et les utiliser de manière optimale afin d’avoir un impact direct sur les campagnes média et commerciales.
Construire des KPI sur mesure afin d’améliorer la performance média. 
Élaborer des stratégies média basées sur l’observation des données et aider à construire des plannings 
Performance Média 
Créations de nouveaux outils Ad Tech 
Nouveaux liens Social Media 
Construire des outils de data visualisation clairs, basés sur des besoins opérationnels et des nécessités business. 
Gestion de Data Flows et différents process.
Définir la structure data la plus accessible et facile d’utilisation
Profil recherché:
VOTRE PROFIL :
Un background académique formation supérieure (niveau Master) d’école d’ingénieurs ou une formation complémentaire d’ingénieurs avec une première expérience de Management projet digital ou sur un environnement data. Une expérience Ad Tech est un plus.
Vous avez déjà géré des projets de A à Z : spécifications, production, coordination des partenaires métier, coordination de partenaires externes, modélisation, contrôle de la qualité, reporting des résultats, visualisation, présentation des résultats à une audience orientée métier
Vous savez gérer des flux de données : accéder, travailler et maintenir n'importe quelle base de données (base de données granulaire statique ou des API de streaming classiques) en SQL et/ou en Python.
Être capable de transformer des grandes quantités d’informations en des insights clairs
Anglais et français courant
Innovant, curieux, autonome, doté d’un excellent relationnel et d’un bon esprit d’équipe
Expérience de 3 ans minimum en analyse de données ou dans un domaine équivalent.
Entreprise:
Au sein de l’équipe Marketing, vous intégrez directement le pôle Data Consommateurs pour cette entreprise mondialement reconnue dans le monde du média. Cette équipe s’engage à déployer les meilleures stratégies média, par exemple, l'optimisation des dépenses publicitaires, et à la création d'outils métier."
CDI - Consultant.e Data Analyst Senior,La Relève,Paris (75),CDI,-,"Dans le cadre de la forte croissance de notre agence, nous recrutons des consultants data analyst afin de renforcer l'équipe et d'accompagner nos clients sur des problématiques techniques et business liées à la data.
Après formation interne à notre méthodologie et à notre offre, vous assurez la conception, la mise en oeuvre et/ou l'exploitation continue d'une ou plusieurs composantes des projets data engineering de nos clients.
Opérant pour des comptes internationaux et de secteurs très variés (automobile, ecommerce, énergie, foodtech, fintech, banque, etc.) vous accompagnez nos clients dans leur transformation customer-centric en répondant à deux objectifs : améliorer la connaissance & l'expérience client.

Issu.e d'une formation bac+5 en école d'ingénieur ou école de commerce ou formation spécialisée data, vous justifiez d'au moins 5 ans d'expérience professionnelle significative au sein de projets data : architecture, traitement et analyse de bases de données.. Une excellente communication écrite et orale et la maîtrise professionnelle de l'anglais sont indispensables.

Vous disposez également des hard skills suivantes :
Maîtrise du SQL
Maîtrise d'au moins un outil de Digital Analytics (Google Analytics, Adobe Analytics) et d'un Tag Management System
Maîtrise des outils BI (Tableau Software, QlikSense, QlikView, PowerBI...)
Maîtrise d'au moins un des Cloud Providers leaders du marché (Google Cloud Platform, Microsoft Azure, AWS, etc.)
De bonnes connaissances dans l'architecture des systèmes, bases de données, méthodologies d'analyse
Des compétences reconnues en gestion de projet

Niveau soft skills, on attendra de vous :
Un esprit analytique, de la rigueur, de la logique et une approche méthodique
Un bon esprit d'initiative et la capacité à travailler de manière autonome et dynamique dans une activité en pleine croissance
Le sens du service et un aisance relationnelle
De la curiosité intellectuelle, de la volonté et une forte capacité de travail

Les (+) :
Un fort intérêt pour le marketing digital et bonne culture web
Un autre langage de programmation appliqué à l'analyse de données (R, Python..)
La Relève est un accélerateur de recrutement qui accompagne les profils juniors dans leurs recherches de stage, alternance et CDI"
Data Analyst - Pièces de rechange F/H,CLAAS France,28320 Ymeray,"Temps plein, CDD",-,"CLAAS est l’un des leaders mondiaux de la construction de machines agricoles. Nos moissonneuses, tracteurs, presses et technologies agricoles modernes contribuent à répondre à la demande croissante en denrées alimentaires, en énergie et en matières premières.Les produits de haute technologie de CLAAS sont utilisés dans 140 pays. Avec 11 000 collaborateurs employés dans nos sites du monde entier, nous réalisons un chiffre d’affaires de 4 milliards d’euros.Ensemble récoltons l'avenir. C'est notre objectif commun. Répondant à une philosophie empreinte d’internationalité et de valeurs familiales, CLAAS offre un environnement de respect mutuel, propice à l’épanouissement individuel.CLAAS FranceFiliale de distribution du constructeur CLAAS en France, CLAAS France commercialise nos machines agricoles auprès de notre réseau de concessionnaires CLAAS. Elle offre aux clients finaux de nos concessionnaires - agriculteur, coopérative ou entreprise agricole – des machines et équipements, des services techniques, des solutions de financement sur mesure adaptés à leurs besoins. CLAAS France utilise notre savoir-faire commercial et technique ainsi que notre capacité à innover dans un secteur d’activité en mutation technologique perpétuel.Ce Qui Vous Attend Chez NousRattaché.e au Responsable des projets ERP, vous assurez la gestion des données maîtres (master data) des machines agricoles et des Pièces de rechange afin de respecter l’homogénéité et la cohérence des données pour l’ensemble de nos filiales de distribution CLAAS Réseau Agricole – CRA- Création et mise à jour et/ou des références Pièces de rechange et tarifs associés de nos constructeurs référencés- Coordination de la maintenance de ERP IRIUM- Support téléphonique Niveau 1- Remontée des incidents auprès du prestataire informatique ou de la DSI Corporate- Suivi et résolution des incidents- Travail collaboratif avec les équipes IT et nos Référents Métiers (key-users)- Travailler en mode projet sur le dé-doublonnage, le nettoyage des données PiècesC’est pourquoi vous êtes la personne qu’il nous fautDoté.e d'une formation technique de type BTS en informatique ou gestion, vous justifiez d'une expérience de 1 an dans une fonction similaire. Votre connaissance du secteur du machinisme agricole sera fortement appréciée.Vous maîtrisez Excel et manipulez avec brios les bases de données ; l’expérience en support applicatif et la pratique de ERP seront de véritables plus.Vous êtes rigoureux et méthodique ; votre réactivité et votre sens de l’urgence vous permettent de servir au mieux vos clients internes. Autonome dans votre façon de travailler, vous informez régulièrement votre hiérarchie de l’avancement de vos projets.Au-delà de vos aptitudes professionnelles, vous avez un excellent relationnel vous permettant de collaborer aisément avec tous les interlocuteurs CLAAS France et de notre réseau de distribution CRA.La pratique de l’anglais est fortement souhaitéeLe poste est situé à Ymeray (28). Notre site n'est pas desservi par les transports en commun.Statut : Agent de MaîtriseDurée du contrat : 24 moisType d'emploi : Temps plein, CDDHoraires :Travail en journée"
Data Analyst / Freelance,HIGHTEAM,Paris (75),-,-,"En tant que Data Analyst Solutions B2B vous aurez pour objectif de mettre en place des analyses de pricing, d'efficience et de monétisation des offres de notre client. Vous serez également amené à contribuer aux process de data management et data quality des données que nous exploitons. Missions principales : - Analyses/études de pricing - Pilotage et analyse de la performance des offres de notre client afin d'améliorer leur retour sur investissement pour les clients aussi bien que pour l'entreprise. - Mesure de la monétisation et efficience des offres de notre client à partir du traitement de données - Analyses ad-hoc à des fins de reportings internes / Comex - Mise en place de Dashboards à destination des différentes entités métier - Contribution au data management (élaboration des règles de gestion, expression de besoin IT, recette, documentation) - Amélioration en continu des programmes SAS nécessaires à l'extraction des analyses d'audience des professionnels.


Evangélisation de la data auprès des autres directions métier Principales interactions : Pour mener à bien votre mission, vous serez amené à interagir avec : - Les Product Owners des Squads Audiences - L'équipe Produits Publicitaires - L'équipe Customer Success Management - L'ensemble des data analystes de l'équipe Analytics Le/la Data Analyst reportera directement au responsable d'équipe Analytics Solutions B2B. Profil Formation supérieure niveau Bac +5 dans les statistiques et l'analyse des données avec 2-3 ans d'expérience en tant que Data Analyst de préférence dans le domaine du digital ou dans un environnement Web (start-up, agence, média ) Compétences / Aptitudes clés attendues : - Expérience confirmée dans les analyses/études du pricing - Capacité à synthétiser les données & mettre en valeur des données (datavisualisation) - Bonnes capacités d'analyse et rédactionnelle - Rigueur dans les résultats fournis - Autonomie, proactivité, réactivité, motivation, esprit d'équipe - Capacité de management - Curiosité et gout de l'innovation - Orientation process et performance. - Forte autonomie dans le cadrage des sujets, et capacité à gérer des projets de bout en bout dans un environnement matriciel - Bon relationnel et capacité d'animation en transverse - Anglais professionnel Compétences techniques attendues : - Excellente maitrise du langage SQL - Excellente maitrise d'un ou plusieurs langages de programmation parmi : SAS, R, Python - Maîtrise des outils bureautiques et suite office 365 indispensable - Bonne maitrise d'un outil de Dataviz (idéalement Microstrategy/Data Studio) - La connaissance de l'environnement GCP et de BigQuery est un plus

"
Senior Data Analyst F/H,HARNHAM,Paris 2e (75),-,-,"Descriptif du poste:
SENIOR DATA ANALYST
PARIS, FRANCE
55-70k + BÉNÉFICES
DESCRIPTIF DU POSTE:
Intégré(e)en tant que Senior Data Analyst pour une Startup Parisienne en plein essor, votre rôle sera d’accompagner et d’appuyer l’équipe Data déjà bien en place sur des projets menés pour des clients du retail (distributeurs alimentaires, industriels, marques).
LE POSTE:
Vous participerez à la conception d’algorithmes pour l’exploitation des données (exemple : segmentation clients sur la base de leurs achats, prévisions de ventes promotionnelles, etc.)
Vous accompagnerez au quotidien l’équipe sur des sujets récurrents de data-management, Data analytics et de data-science
Vous aiderez à la construction et l’amélioration continue de la plateforme d’analyse proposée à nos clients (rédaction du code, test et mise en production, etc)
Profil recherché:
PROFIL RECHERCHÉ:
Diplômé(e) d’un Master 2 en statistiques
Minimum 3 ans d’expérience professionnelle dans les métiers de la data.
Appétence pour le secteur Retail + expérience dans la grande distribution serait un +
Bonne maîtrise de Python (pandas, numpy) et idéalement SQL, Spark.
Maîtrises d’Excel et idéalement VBA.
COMMENT POSTULER:
Merci de me faire part de votre CV à jour et je vous recontacterai au plus vite.
Entreprise:
Cette jeune start-up développe un produit permettant aux entreprises et aux étudiants de collaborer ensemble. En pleine croissance, leur équipe BI recherche un/e Data Analyst Growth afin de rejoindre leur équipe DA."
ANALYSTE DE DONNÉES (H/F),Randstad Lyon,69007 Lyon 7e, -  Intérim,36 731 € par an,"Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous !
Votre agence Randstad, spécialisée dans les métiers de l'assistanat, de la comptabilité et de la gestion, vous offre de nombreuses opportunités d'emploi et vous accompagne tout au long de votre carrière.

Nous recherchons pour le compte de notre client - Laboratoire pharmaceutique spécialisé situé sur Lyon 7ème - Un(e) Analyste de données (H/F) pour une mission jusqu'à fin d'année à pourvoir rapidement.

Les produits de notre client sont, pour une partie conséquente, vendus par des grossistes.
Chaque mois, les grossistes nous transmettent le détail de ces ventes aux vétérinaires / pharmaciens.

Dans ce cadre les responsabilités seront les suivantes :

Chargement des fichiers dans l'outil interne - > vérification du format, adaptations nécessaires dans certains cas
Traitement des rejets - > les grossistes ont leurs propres identifiants et toutes les correspondances sont enregistrées dans l'outil interne
Mettre à jour les éventuelles correspondances en cas de rejet
Contrôler la qualité des données et faire les contrôles de qualité nécessaires
Procéder aux retraitements relatifs aux changements de statut d'un établissement - > la base de donnée client est en perpétuelle évolution (fusions, dissociations, rachats, …) ce qui implique de retraiter l'historique des ventes en conséquence.

Vous devez être titulaire d'un Bac+3 et avoir au moins 2 années d'expérience sur un poste similaire, aussi vous maîtrisez la manipulation des données chiffrées et maîtrisez également Excel. On vous reconnait rigueur et précision.
Si vous répondez oui aux affirmations précédentes, alors ce poste est fait pour vous ! Envoyez nous votre CV.

A bientôt chez Randstad"
Data Marketing Analyst Senior,Harnham,Paris (75), -  CDI,55 000 € - 65 000 € par an,"Data Marketing Analyst Senior
PARIS, Île-de-France
55k-65k
Au sein de l'équipe Marketing, vous intégrez directement le pôle Data Consommateurs pour cette entreprise mondialement reconnue dans le monde du média. Cette équipe s'engage à déployer les meilleures stratégies média, par exemple, l'optimisation des dépenses publicitaires, et à la création d'outils métier.
LE ROLE :
Construire des outils de prédictions marché/Business Insights
Générer des données consistantes de prédictions marchés et les utiliser de manière optimale afin d'avoir un impact direct sur les campagnes média et commerciales.
Construire des KPI sur mesure afin d'améliorer la performance média.
Élaborer des stratégies média basées sur l'observation des données et aider à construire des plannings
Performance Média
Créations de nouveaux outils Ad Tech
Nouveaux liens Social Media
Construire des outils de data visualisation clairs, basés sur des besoins opérationnels et des nécessités business.
Gestion de Data Flows et différents process.
Définir la structure data la plus accessible et facile d'utilisation
VOTRE PROFIL :
Un background académique formation supérieure (niveau Master) d'école d'ingénieurs ou une formation complémentaire d'ingénieurs avec une première expérience de Management projet digital ou sur un environnement data. Une expérience Ad Tech est un plus.
Vous avez déjà géré des projets de A à Z : spécifications, production, coordination des partenaires métier, coordination de partenaires externes, modélisation, contrôle de la qualité, reporting des résultats, visualisation, présentation des résultats à une audience orientée métier
Vous savez gérer des flux de données : accéder, travailler et maintenir n'importe quelle base de données (base de données granulaire statique ou des API de streaming classiques) en SQL et/ou en Python.
Être capable de transformer des grandes quantités d'informations en des insights clairs
Anglais et français courant
Innovant, curieux, autonome, doté d'un excellent relationnel et d'un bon esprit d'équipe
Expérience de 3 ans minimum en analyse de données ou dans un domaine équivalent.
COMMENT POSTULER :
Merci de me faire part de votre CV à jour et je vous recontacterai au plus vite."
Marketing Data Analyst (H/F),Human Solutions,92240 Malakoff,CDI,-,"Notre client est le leader mondial de son secteur, coté à la Bourse de Paris. Marque employeur de premier plan offrant le meilleur environnement pour travailler et s'épanouir, ses solutions bénéficient d'une grande notoriété. Pour le périmètre français, au sein de la direction marketing opérationnel, dans le cadre de l'amplification de la démarche de connaissance client, nous recherchons un(e) Data Analyst (H/F). Il s'agit d'un poste Cadre, proposé en CDI plein temps et basé à Montrouge (92).
Au sein du Pôle CRM & Connaissance client (4 chargés de campagnes CRM, 1 Data Analyst, 1 PO dédié à l'outil de gestion de campagnes, environnement Salesforce et Marketing Cloud), un poste supplémentaire de Data Analyst est créé.

Les missions principales seront :

Développer la connaissance clients au sein de la Direction Marketing en réalisant les traitements de données et les analyses statistiques (qualification, profiling, scoring, segmentation...) afin d’optimiser les plans d’actions et émettre des recommandations.

Piloter le test & learn des campagnes marketing ; dispositif, ciblage complexe, analyse de la performance business de ces campagnes.

Assurer la mise à disposition, l’entretien et la bonne appropriation opérationnelle des indicateurs de qualité de la base, des analyses et du suivi de la performance commerciale.

Diplômé.e de l'enseignement supérieur dans une spécialité statistiques, mathématiques ou marketing, vous bénéficiez d'une expérience équivalente appliquée au marketing d'au moins 3 ans acquise en entreprise ou en cabinet de conseil.

Principales compétences requises :

Maitrise des techniques statistiques
Maitrise des bases de données et bonne connaissance du SQL
Bonne connaissance des techniques et outils CRM
Excellente utilisation du pack office (Word, Excel, PowerPoint),
Connaissance des outils d’analyse de données (par exemple SAS Guide)
Capacités d’analyse et de synthèse
Bon relationnel (coopérations transversales nombreuses)

Merci de préciser votre disponibilité (préavis) et vos prétentions salariales en candidatant."
Senior data science analyst H/F,HAYS,Roncq (59),CDI,-,"Donnez un nouvel élan à votre carrière en rejoignant un Groupe d’envergure.
Hays Technology recherche un Senior data science analyst en CDI dans le cadre d’une création de poste. Notre client est une filiale d’un groupe américain spécialisé dans la vente B to B, présent à l’international.

Rattaché au Data science & digital analytics manager et au sein de la Direction analyses, direct & digital marketing, vous avez dans un environnement international et en collaboration avec une équipe cross-fonctionnelle les principales missions suivantes :
Développer des scripts SQL optimisés dans un environnement Cloud (GCP et Azure) afin d’interroger les données CRM et digitales selon le besoin des équipes.Explorer en profondeur les données CRM et digitales du Data lake et construire des algorithmes prédictifs en utilisant des technologies de Machine learning (R, Python, Google ML, Azure ML…).Développer et maintenir des tableaux de bord dynamiques sous DOMO offrant les visualisations et usages nécessaires à l’exploitation optimale des données issues du Cloud ainsi que les KPIs et leurs dimensions.Piloter des projets de data management avec les équipes et prestataires informatiques afin d’étendre ou optimiser l’architecture des données pour nos campagnes marketing, l’engagement web, les données CRM… .Assurer le support Data & analytics auprès des équipes métiers notamment par la réalisation de demandes liées au Data lake ou au déploiement des use-cases ainsi qu’à celles liées au digital analytics.
De formation Bac +5 en statistiques/ Data science vous possédez 5 ans d’expérience en tant que Data analyst acquises dans un environnement marketing. Vous maîtrisez les outils SQL, SAS, R et/ou Python, les outils de datavisualisation et avez déjà travaillé en data sciences dans un environnement Cloud. Passionné de data, digital et de nouvelles technologies vous êtes autonome, organisé et possédez un excellent relationnel. Anglais courant obligatoire (environnement de travail international). Envie de rejoindre une équipe motivée et passionnée ? Rejoignez l’aventure et cliquez pour postuler !

Je suis consultante en recrutement chez Hays Technology, spécialiste des métiers de l’infrastructure et de la Data.

J’aide les professionnels de la Tech à développer leur carrière et je m’assure que les organisations soient soutenues par les meilleurs talents.

Chez Hays Technology, nous façonnons le futur du recrutement. La rapide transformation digitale crée un engagement sans faille avec les entreprises et signifie que depuis la base de votre organisation jusqu’au sommet, les compétences IT sont essentielles à la réussite. Alors que la concurrence pour les talents s'intensifie, nous sommes prêts à vous accompagner afin que vous ayez un impact réel sur les organisations, alors : discutons-en ensemble dès aujourd'hui. #1267047"
